stop_lat,zone_id,stop_lon,stop_id,stop_desc,stop_name,location_type
43.4689,,-80.5391,3683,EasyGO3683,University / Seagram,0
43.4752,,-80.5282,3682,EasyGO3682,Hazel / University,0
43.4895,,-80.4943,3681,EasyGO3681,Bridge / University,0
43.4921,,-80.4971,3680,EasyGO3680,Bridge / Crimson,0
43.4479,,-80.5726,3685,EasyGO3685,Erbsville / Erb,0
43.472737,,-80.547978,2518,EasyGO2518,U.W. - University Club,0
43.473932,,-80.546227,2519,EasyGO2519,U.W. - B.C. Matthews Hall,0
43.451332,,-80.572178,1980,EasyGO1980,Erbsville / Brandenburg,0
43.477972,,-80.537435,2514,EasyGO2514,Columbia / Lester,0
43.4686,,-80.540275,2515,EasyGO2515,U.W. - South Campus Hall,0
43.467795,,-80.543577,2516,EasyGO2516,U.W. - Environment 2,0
43.46971,,-80.54408,2517,EasyGO2517,U.W. - Biology 2,0
43.481632,,-80.527198,2510,EasyGO2510,Columbia / Spruce,0
43.480703,,-80.529687,2511,EasyGO2511,Columbia / Holly,0
43.479797,,-80.532193,2512,EasyGO2512,Columbia / Hazel,0
43.478785,,-80.535027,2513,EasyGO2513,Columbia / Albert,0
43.422137,,-80.449348,2734,EasyGO2734,Traynor / Balfour,0
43.423595,,-80.447118,2735,EasyGO2735,Traynor / Wilson,0
43.422207,,-80.449305,2736,EasyGO2736,Traynor / Balfour,0
43.421325,,-80.452087,2737,EasyGO2737,Traynor / Belwood,0
43.423793,,-80.458998,2730,EasyGO2730,Vanier / Shelley,0
43.4217,,-80.456727,2731,EasyGO2731,Vanier / Siebert,0
43.420568,,-80.454853,2732,EasyGO2732,Traynor / Vanier,0
43.421303,,-80.451867,2733,EasyGO2733,Traynor / Belwood,0
43.420688,,-80.45485,2738,EasyGO2738,Traynor / Vanier,0
43.421843,,-80.45676,2739,EasyGO2739,Vanier / Siebert,0
43.421942,,-80.38379,3531,EasyGO3531,Maple Grove / Saltsman,0
43.465173,,-80.584187,1106,EasyGO1106,Erbsville / Willowwood,0
43.389377,,-80.360732,3532,EasyGO3532,Rose / Lowther,0
43.358803,,-80.310165,3535,EasyGO3535,Main / Harris,0
43.353643,,-80.322523,3534,EasyGO3534,St. Andrews / Gilholm,0
43.386303,,-80.32104,3537,EasyGO3537,Hespeler / Can-Amera,0
43.359972,,-80.311453,3536,EasyGO3536,Wellington / Dickson,0
43.383093,,-80.32048,3539,EasyGO3539,Hespeler / Isherwood,0
43.386365,,-80.321347,3538,EasyGO3538,Hespeler / Can-Amera,0
43.389415,,-80.456202,1814,EasyGO1814,Biehn / Kilkerran,0
43.38639,,-80.456198,1815,EasyGO1815,Biehn / Kilkerran,0
43.385542,,-80.458825,1816,EasyGO1816,End Of Biehn Dr.,0
43.386713,,-80.455763,1817,EasyGO1817,Biehn / Caryndale,0
43.39721,,-80.457932,1810,EasyGO1810,Old Huron / Maxwell,0
43.396023,,-80.4555,1811,EasyGO1811,Biehn / Carlyle,0
43.3944,,-80.455552,1812,EasyGO1812,Biehn / Maxwell,0
43.392182,,-80.455908,1813,EasyGO1813,Biehn / Marl Meadow,0
43.389403,,-80.456042,1818,EasyGO1818,Biehn / Robertson,0
43.391372,,-80.455957,1819,EasyGO1819,Biehn / Marl Meadow,0
43.471462,,-80.592458,1107,EasyGO1107,Laurelwood / Erbsville,0
43.367545,,-80.308725,1609,EasyGO1609,Dundas / Cambridge,0
43.366263,,-80.306508,1608,EasyGO1608,Dundas / Grantham,0
43.42294,,-80.487324,3229,EasyGO3229,Ottawa / Strasburg,0
43.422984,,-80.441007,3228,EasyGO3228,Fairview Park Terminal,0
43.452757,,-80.57191,1979,EasyGO1979,Path To Lausanne,0
43.455908,,-80.573273,1978,EasyGO1978,Keats Way / Erbsville,0
43.4567,,-80.571037,1977,EasyGO1977,Keats Way / Beechwood,0
43.457638,,-80.568322,1976,EasyGO1976,Keats Way / Leighland,0
43.456957,,-80.564897,1975,EasyGO1975,Keats Way / Sandford Fleming,0
43.452625,,-80.49812,3226,EasyGO3226,Victoria / King,0
43.457883,,-80.55867,1973,EasyGO1973,Keats Way / Fischer-Hallman,0
43.45291,,-80.553685,1972,EasyGO1972,Fischer-Hallman / Erb,0
43.453375,,-80.551127,1971,EasyGO1971,Erb / Churchill,0
43.454637,,-80.547535,1970,EasyGO1970,Erb / Culpepper,0
43.445132,,-80.469868,2848,EasyGO2848,Weber / Onward,0
43.444737,,-80.465332,2849,EasyGO2849,Ottawa / Mckenzie,0
43.446412,,-80.475312,2846,EasyGO2846,Weber / Stirling,0
43.445533,,-80.470935,2847,EasyGO2847,Weber / Borden,0
43.448518,,-80.480057,2844,EasyGO2844,Weber / Madison,0
43.446963,,-80.476525,2845,EasyGO2845,Weber / Fairview,0
43.451397,,-80.48633,2842,EasyGO2842,Weber / Frederick,0
43.44908,,-80.481287,2843,EasyGO2843,Weber / Cedar,0
43.455962,,-80.488827,2840,EasyGO2840,Margaret / Victoria,0
43.454545,,-80.48566,2841,EasyGO2841,Margaret / Queen,0
43.417872,,-80.534615,3320,EasyGO3320,Driftwood / Westheights,0
43.416212,,-80.534271,3321,EasyGO3321,Driftwood / Royal Orchard,0
43.413483,,-80.535675,3322,EasyGO3322,Driftwood / Parkland,0
43.412305,,-80.537833,3323,EasyGO3323,Driftwood / Driftwood Pk.,0
43.413208,,-80.539873,3324,EasyGO3324,Yellow Birch / Driftwood,0
43.411948,,-80.542053,3325,EasyGO3325,Yellow Birch / Cedar Crest,0
43.4114,,-80.545153,3326,EasyGO3326,Yellow Birch / Stonehenge,0
43.412363,,-80.549067,3327,EasyGO3327,Yellow Birch / Golden Meadow,0
43.415237,,-80.550615,3328,EasyGO3328,Golden Meadow / Highview,0
43.415675,,-80.54721,3329,EasyGO3329,Highview / Sugar Maple,0
43.406412,,-80.47482,1775,EasyGO1775,Strasburg / Bleams,0
43.407405,,-80.475148,1774,EasyGO1774,Strasburg / Bleams,0
43.404475,,-80.474385,1777,EasyGO1777,Mcintyre / Strasburg,0
43.405623,,-80.474402,1776,EasyGO1776,Strasburg / Shoemaker,0
43.414052,,-80.478805,1771,EasyGO1771,Forest Glen Terminal,0
43.414213,,-80.47885,1770,EasyGO1770,Forest Glen Terminal,0
43.410878,,-80.476208,1773,EasyGO1773,Strasburg / Old Country,0
43.41389,,-80.47875,1772,EasyGO1772,Forest Glen Terminal,0
43.402877,,-80.480323,1779,EasyGO1779,222 Mcintyre Dr.,0
43.403002,,-80.477342,1778,EasyGO1778,Mcintyre / Mcbrine,0
43.496873,,-80.515888,2806,EasyGO2806,Path To Anndale,0
43.402057,,-80.51224,2998,EasyGO2998,Activa / Periwinkle,0
43.485792,,-80.537551,1159,EasyGO1159,Hazel / Blythwood,0
43.485729,,-80.539087,1158,EasyGO1158,Hazel / Wildwood,0
43.417307,,-80.310245,1550,EasyGO1550,Franklin / Holiday Inn,0
43.491555,,-80.537553,1155,EasyGO1155,Albert / Weber,0
43.492592,,-80.544622,1154,EasyGO1154,Parkside / Weber,0
43.487638,,-80.541565,1157,EasyGO1157,Albert / Quiet,0
43.490535,,-80.539497,1156,EasyGO1156,Albert / Longwood,0
43.4879488,,-80.55008486,1150,EasyGO1150,Cedarbrae/Heasley Pk. Trail,0
43.490203,,-80.545167,1153,EasyGO1153,Parkside / Glenelm,0
43.489614,,-80.54806,1152,EasyGO1152,Cedarbrae / Sprucehill,0
43.497722,,-80.518018,2807,EasyGO2807,Davenport / Kidsability,0
43.411707,,-80.473785,3038,EasyGO3038,Old Country / Century Hill,0
43.411113,,-80.471162,3039,EasyGO3039,Path To Sandsprings,0
43.423214,,-80.441326,1551,EasyGO1551,Fairview Park Terminal,0
43.402567,,-80.510258,2999,EasyGO2999,Activa / Sweet William,0
43.422908,,-80.440976,1553,EasyGO1553,Fairview Park Terminal,0
43.423105,,-80.441178,1552,EasyGO1552,Fairview Park Terminal,0
43.42313,,-80.441286,1555,EasyGO1555,Fairview Park Terminal,0
43.423019,,-80.441131,1554,EasyGO1554,Fairview Park Terminal,0
43.423055,,-80.440865,1557,EasyGO1557,Fairview Park Terminal,0
43.423247,,-80.441435,1556,EasyGO1556,Fairview Park Terminal,0
43.423065,,-80.44293,1559,EasyGO1559,Kingsway / Wilson,0
43.423331,,-80.441231,1558,EasyGO1558,Fairview Park Terminal,0
43.410458,,-80.522233,2992,EasyGO2992,David Bergey / Ottawa,0
43.406785,,-80.518875,2993,EasyGO2993,David Bergey / Peach Blossom,0
43.405392,,-80.518447,2994,EasyGO2994,David Bergey / Activa,0
43.403375,,-80.520135,2995,EasyGO2995,Activa / Isaiah,0
43.402748,,-80.518067,2996,EasyGO2996,Activa / Snowdrop,0
43.40248,,-80.514448,2997,EasyGO2997,Activa / Reistview,0
43.412582,,-80.517777,2990,EasyGO2990,Ottawa / International,0
43.49308948,,-80.51261028,2804,EasyGO2804,Lexington / Davenport,0
43.411965,,-80.519432,2991,EasyGO2991,Path To Wake Robin,0
43.41136,,-80.476057,3036,EasyGO3036,Old Country / Strasburg,0
43.411282,,-80.475882,3037,EasyGO3037,Old Country / Strasburg,0
43.413895,,-80.472605,3030,EasyGO3030,Country Hill / Old Country,0
43.41414,,-80.470667,3031,EasyGO3031,Country Hill / Coach Hill,0
43.463842,,-80.52188,1906,EasyGO1906,Uptown Waterloo,0
43.41348999,,-80.46738297,3032,EasyGO3032,Country Hill / Four Seasons,0
43.464092,,-80.521908,1907,EasyGO1907,Uptown Waterloo,0
43.41097804,,-80.46696796,3033,EasyGO3033,Country Hill / Martinglen,0
43.460267,,-80.518952,1904,EasyGO1904,King / Allen,0
43.461687,,-80.521262,1905,EasyGO1905,King / William,0
43.457088,,-80.511103,1900,EasyGO1900,Grand River Hospital,0
43.38815,,-80.341618,1399,EasyGO1399,Dunbar / Grand Valley,0
43.387712,,-80.3377,1398,EasyGO1398,Dunbar / St George,0
43.38811,,-80.335402,1397,EasyGO1397,Dunbar / Pine,0
43.388525,,-80.333057,1396,EasyGO1396,Dunbar / Eastdowns,0
43.388882,,-80.330847,1395,EasyGO1395,Dunbar / Biscayne,0
43.389357,,-80.328913,1394,EasyGO1394,Dunbar / Daleview,0
43.390008,,-80.32668,1393,EasyGO1393,Dunbar / Briarwood,0
43.39043,,-80.324102,1392,EasyGO1392,Dunbar / Hespeler,0
43.391276,,-80.320195,1391,EasyGO1391,Cambridge Centre Terminal,0
43.391317,,-80.319935,1390,EasyGO1390,Cambridge Centre Terminal,0
43.584,,-80.5621,3812,EasyGO3812,Arthur / South Field,0
43.5891,,-80.5614,3813,EasyGO3813,Arthur / Oriole,0
43.5769,,-80.563,3810,EasyGO3810,Arthur / Union,0
43.58092782,,-80.56245428,3811,EasyGO3811,Arthur / Earl Martin,0
43.598,,-80.5592,3816,EasyGO3816,Arthur / Wyatt,0
43.5993,,-80.5581,3817,EasyGO3817,Arthur / Mill,0
43.5945,,-80.5607,3814,EasyGO3814,Arthur / Brubacher,0
43.5967,,-80.5601,3815,EasyGO3815,Arthur / Park,0
43.6001,,-80.5592,3818,EasyGO3818,Church / Maple,0
43.6001,,-80.5633,3819,EasyGO3819,Snyder / Church,0
43.401157,,-80.327595,1425,EasyGO1425,Langs / Hespeler,0
43.46496,,-80.461597,2331,EasyGO2331,Victoria / Turner,0
43.348447,,-80.300417,2183,EasyGO2183,Christopher / Foster,0
43.346553,,-80.298995,2182,EasyGO2182,Champlain / Christopher,0
43.34704,,-80.296975,2181,EasyGO2181,Champlain / Brierdale,0
43.348192,,-80.293223,2180,EasyGO2180,Elgin / Champlain,0
43.359225,,-80.31783,2187,EasyGO2187,North Square / Grand,0
43.359037,,-80.315072,2186,EasyGO2186,Main / Water,0
43.353953,,-80.30261,2185,EasyGO2185,Christopher / Elliott,0
43.350428,,-80.301195,2184,EasyGO2184,Christopher / Ballantyne,0
43.363587,,-80.318665,2189,EasyGO2189,George / Hobson,0
43.361503,,-80.318717,2188,EasyGO2188,George / Blair,0
43.356925,,-80.307672,2213,EasyGO2213,Main / Bruce,0
43.358818,,-80.313267,2212,EasyGO2212,Main / Mill,0
43.356507,,-80.317897,2211,EasyGO2211,St. Andrews / Grand,0
43.354713,,-80.32269,2210,EasyGO2210,Churchill / Brant,0
43.358248,,-80.286907,2217,EasyGO2217,Main / Franklin,0
43.356565,,-80.296663,2216,EasyGO2216,Main / Elgin,0
43.356247,,-80.301283,2215,EasyGO2215,Main / Lincoln,0
43.356562,,-80.304448,2214,EasyGO2214,Main / Peck,0
43.351493,,-80.289607,2219,EasyGO2219,Franklin / Morning,0
43.353522,,-80.288838,2218,EasyGO2218,Path To Elliott,0
43.481115,,-80.47975,2439,EasyGO2439,Bridge / Tyson,0
43.481107,,-80.477495,2438,EasyGO2438,Bloomingdale / Horning,0
43.482733,,-80.463877,2433,EasyGO2433,Schweitzer / Daniel,0
43.481575,,-80.467317,2432,EasyGO2432,Schweitzer / Nelson,0
43.480963,,-80.46903,2431,EasyGO2431,Stanley / Schweitzer,0
43.479298,,-80.46795,2430,EasyGO2430,Stanley / Tagge,0
43.481855,,-80.475285,2437,EasyGO2437,Bloomingdale / Prince,0
43.483318,,-80.47112,2436,EasyGO2436,Bloomingdale / Stanley,0
43.484165,,-80.468855,2435,EasyGO2435,Bloomingdale / Nelson,0
43.485293,,-80.465382,2434,EasyGO2434,Daniel / Bloomingdale,0
43.481577,,-80.53308,1161,EasyGO1161,Hazel / Austin,0
43.482332,,-80.526352,2509,EasyGO2509,King / Columbia,0
43.48395512,,-80.5267301,2508,EasyGO2508,King / Weber,0
43.487533,,-80.527452,2507,EasyGO2507,King / Blue Springs,0
43.490015,,-80.528003,2506,EasyGO2506,King / Waterloo Inn,0
43.491693,,-80.528482,2505,EasyGO2505,King / Manulife,0
43.496628,,-80.529428,2504,EasyGO2504,Path To Bauer,0
43.451932,,-80.48761,2503,EasyGO2503,Weber / Queen,0
43.45261473,,-80.48935093,2502,EasyGO2502,Weber / Ontario,0
43.453955,,-80.492452,2501,EasyGO2501,Weber / Water,0
43.454867,,-80.493902,2500,EasyGO2500,Weber / Victoria,0
43.42836,,-80.464242,2727,EasyGO2727,Walton / Vanier,0
43.427743,,-80.465945,2726,EasyGO2726,Walton / Kipling,0
43.428842,,-80.468278,2725,EasyGO2725,Courtland / Overland,0
43.433082,,-80.472407,2724,EasyGO2724,Courtland / Carwood,0
43.445524,,-80.526745,2723,EasyGO2723,Westwood / Inwood,0
43.435822,,-80.475275,2722,EasyGO2722,Courtland / Sydney,0
43.436942,,-80.477137,2721,EasyGO2721,Courtland / Ottawa,0
43.43806,,-80.479028,2720,EasyGO2720,Courtland / Borden,0
43.424928,,-80.460222,2729,EasyGO2729,Vanier / Kipling,0
43.427303,,-80.462805,2728,EasyGO2728,Vanier / Erie,0
43.5101,,-80.5064,3782,EasyGO3782,Chesapeake / Sandy Cove,0
43.5007,,-80.5064,3783,EasyGO3783,Bridge / Whitmore,0
43.5113,,-80.5097,3780,EasyGO3780,Chesapeake / Seawind,0
43.404182,,-80.473435,1804,EasyGO1804,Strasburg / Mcintyre,0
43.404472,,-80.474062,1803,EasyGO1803,Mcintyre / Strasburg,0
43.403057,,-80.476862,1802,EasyGO1802,Mcintyre / Mcbrine,0
43.402755,,-80.480038,1801,EasyGO1801,221 Mcintyre Dr.,0
43.4965,,-80.501,3785,EasyGO3785,Dansbury / Camille,0
43.4965,,-80.5013,3788,EasyGO3788,Dansbury / Bridge,0
43.4986,,-80.5039,3789,EasyGO3789,Bridge / Lexington,0
43.39597,,-80.461437,1809,EasyGO1809,Battler / Old Huron,0
43.3926,,-80.466775,1808,EasyGO1808,Strasburg / Huron,0
43.38418,,-80.294483,1368,EasyGO1368,Cowan / Wallace,0
43.443648,,-80.540149,3258,EasyGO3258,Westwood / Glasgow,0
43.443022,,-80.542182,3259,EasyGO3259,Glasgow / Fischer-Hallman,0
43.474952,,-80.490273,1948,EasyGO1948,Bridgeport / Lang,0
43.472563,,-80.498712,1949,EasyGO1949,Bridgeport / Goldbeck,0
43.3553,,-80.303903,1525,EasyGO1525,Concession / Peck,0
43.482767,,-80.484757,1942,EasyGO1942,Bridge / Woolwich,0
43.4816,,-80.48313,1943,EasyGO1943,Lancaster / Jones,0
43.486597,,-80.485895,1940,EasyGO1940,Bridle / Dartmoor,0
43.484192,,-80.486928,1941,EasyGO1941,Bridge / Bridgeport P.S.,0
43.476513,,-80.485118,1946,EasyGO1946,Bridgeport / Lancaster,0
43.475548,,-80.487322,1947,EasyGO1947,Bridgeport / Mackie,0
43.479282,,-80.48452,1944,EasyGO1944,Lancaster / General,0
43.441892,,-80.537297,3257,EasyGO3257,Westwood / Dayman,0
43.357055,,-80.293553,1527,EasyGO1527,Main / Alexander,0
43.35713,,-80.313083,1520,EasyGO1520,Ainslie Street Terminal,0
43.357017,,-80.313194,1521,EasyGO1521,Ainslie Street Terminal,0
43.437872,,-80.445957,2859,EasyGO2859,Franklin / Shuh,0
43.431403,,-80.544275,3207,EasyGO3207,Westforest / Victoria,0
43.356965,,-80.313486,1522,EasyGO1522,Ainslie Street Terminal,0
43.389973,,-80.346597,1622,EasyGO1622,King / Bishop,0
43.447702,,-80.458223,2851,EasyGO2851,Ottawa / Nottingham,0
43.445442,,-80.463412,2850,EasyGO2850,Ottawa / Hwy 7 Ramp,0
43.448213,,-80.450697,2853,EasyGO2853,Franklin / Ottawa,0
43.448128,,-80.453353,2852,EasyGO2852,Ottawa / Dreger,0
43.444595,,-80.448475,2855,EasyGO2855,Franklin / Bradley,0
43.426443,,-80.544447,3205,EasyGO3205,Bankside / Westforest,0
43.441762,,-80.447238,2857,EasyGO2857,Franklin / Kenneth,0
43.443362,,-80.447945,2856,EasyGO2856,Franklin / Dalewood,0
43.397657,,-80.30425,1490,EasyGO1490,Franklin / Bishop,0
43.3912,,-80.302187,1491,EasyGO1491,Franklin / Elgin,0
43.385592,,-80.301185,1492,EasyGO1492,Franklin / Glamis,0
43.383278,,-80.300255,1493,EasyGO1493,Path To The Greenway,0
43.380067,,-80.29899,1494,EasyGO1494,Franklin / Avenue,0
43.375257,,-80.297082,1495,EasyGO1495,Franklin / Athlone,0
43.371453,,-80.293852,1496,EasyGO1496,Clyde / Bluerock,0
43.372542,,-80.29021,1497,EasyGO1497,Clyde / Bluerock,0
43.373138,,-80.28708,1498,EasyGO1498,Clyde / Dobbie,0
43.427965,,-80.538048,3203,EasyGO3203,Bankside / Bankside Pk.,0
43.421548,,-80.522407,3338,EasyGO3338,Mcgarry / Pinehurst,0
43.452602,,-80.55283,1994,EasyGO1994,Erb / Fischer-Hallman,0
43.41116,,-80.442052,1700,EasyGO1700,Wilson / Wabanaki,0
43.409202,,-80.442243,1701,EasyGO1701,Wabanaki / Kevco,0
43.40829,,-80.447465,1702,EasyGO1702,Wabanaki / Manitou,0
43.407097,,-80.448785,1703,EasyGO1703,Manitou / Sasaga,0
43.404088,,-80.448362,1704,EasyGO1704,421 Manitou Dr.,0
43.401483,,-80.447778,1705,EasyGO1705,Manitou / Cayuga,0
43.398035,,-80.446822,1706,EasyGO1706,Doon Village / Millwood,0
43.393467,,-80.443803,1707,EasyGO1707,Doon Village / Wheatfield Park,0
43.391789,,-80.440746,1708,EasyGO1708,Doon Village / Bechtel,0
43.390492,,-80.443025,1709,EasyGO1709,Bechtel / Pathfinder,0
43.454545,,-80.54732,1996,EasyGO1996,Erb / Culpepper,0
43.463893,,-80.522139,3658,EasyGO3658,Uptown Waterloo,0
43.3943,,-80.3032,3659,EasyGO3659,Franklin / Can-Amera,0
43.498076,,-80.52883,1128,EasyGO1128,Conestoga Mall Terminal,0
43.498071,,-80.528619,1129,EasyGO1129,Conestoga Mall Terminal,0
43.473523,,-80.516183,2834,EasyGO2834,Weber / Noecker,0
43.473167,,-80.55048,1120,EasyGO1120,Columbia / Village 1,0
43.51099162,,-80.51381115,1121,EasyGO1121,Chesapeake / Chesapeake Cres,0
43.474192,,-80.545442,1122,EasyGO1122,U.W. - B.C. Matthews Hall,0
43.47273,,-80.541218,1123,EasyGO1123,U.W. - Davis Centre,0
43.469388,,-80.539398,1124,EasyGO1124,U.W. - Engineering,0
43.498032,,-80.528561,1125,EasyGO1125,Conestoga Mall Terminal,0
43.498035,,-80.52877,1126,EasyGO1126,Conestoga Mall Terminal,0
43.498042,,-80.528997,1127,EasyGO1127,Conestoga Mall Terminal,0
43.411813,,-80.515837,2989,EasyGO2989,Wilderness / Grey Fox,0
43.410733,,-80.51387,2988,EasyGO2988,Wilderness / Mountain Mint,0
43.415793,,-80.47479,3029,EasyGO3029,Country Hill / Cherry Hill,0
43.416705,,-80.475453,3028,EasyGO3028,Country Hill / Block Line,0
43.42355406,,-80.51929754,2983,EasyGO2983,Fischer-Hallman / Mcgarry,0
43.426167,,-80.521777,2982,EasyGO2982,Forest Heights C.I.,0
43.428217,,-80.523405,2981,EasyGO2981,Fischer-Hallman / Queens,0
43.430424,,-80.525302,2980,EasyGO2980,Highland Hills Mall Terminal,0
43.41046,,-80.51003,2987,EasyGO2987,Activa / Wilderness,0
43.42316,,-80.48165,3022,EasyGO3022,Kingswood / Flint,0
43.416377,,-80.510997,2985,EasyGO2985,Fischer-Hallman / Ottawa,0
43.421347,,-80.516505,2984,EasyGO2984,Fischer-Hallman / Greenbrook,0
43.447285,,-80.442388,1018,EasyGO1018,River / Conway,0
43.445728,,-80.441425,1019,EasyGO1019,River / Bradley,0
43.454288,,-80.446665,1014,EasyGO1014,River / Hickson,0
43.45284,,-80.445712,1015,EasyGO1015,River / Path To Secord,0
43.451233,,-80.444683,1016,EasyGO1016,River / Ottawa,0
43.448708,,-80.443133,1017,EasyGO1017,River / Stanley Park Mall,0
43.461831,,-80.46165777,1010,EasyGO1010,Frederick / River,0
43.459288,,-80.458902,1011,EasyGO1011,River / Islington,0
43.458467,,-80.454168,1012,EasyGO1012,River / Manchester,0
43.457475,,-80.450417,1013,EasyGO1013,River / Halliwell,0
43.49848,,-80.55178,1234,EasyGO1234,Golden Eagle / Weber,0
43.424274,,-80.323206,1235,EasyGO1235,Queen / Rooshill,0
43.429882,,-80.313782,1236,EasyGO1236,Queen / Harvey,0
43.433445,,-80.30735,1237,EasyGO1237,Queen / Hungerford,0
43.5021,,-80.5498,1230,EasyGO1230,Randall / Conrad,0
43.501223,,-80.552262,1231,EasyGO1231,Randall / Weber,0
43.502452,,-80.554887,1232,EasyGO1232,Northlake / Swallow,0
43.498857,,-80.554092,1233,EasyGO1233,Northlake / Mayview,0
43.435822,,-80.304628,1238,EasyGO1238,Queen / Panabaker,0
43.439152,,-80.30165,1239,EasyGO1239,River / Queen,0
43.465298,,-80.488253,2487,EasyGO2487,Guelph / Edwin,0
43.5448,,-80.5508,3809,EasyGO3809,Sawmill / Parkside,0
43.5281,,-80.5553,3808,EasyGO3808,King / Printery,0
43.3739,,-80.3362,3805,EasyGO3805,Blair / Esther,0
43.3842,,-80.411,3804,EasyGO3804,Conestoga College Residence,0
43.5107,,-80.5494,3807,EasyGO3807,Farmers Market / Walmart,0
43.3949,,-80.3258,3806,EasyGO3806,Bishop / Hespeler,0
43.3859,,-80.4124,3801,EasyGO3801,Conestoga College / Pinnacle,0
43.4984,,-80.5291,3800,EasyGO3800,Conestoga Mall Terminal,0
43.3844,,-80.4112,3803,EasyGO3803,Conestoga College Residence,0
43.3855,,-80.4129,3802,EasyGO3802,Conestoga College / Pinnacle,0
43.471185,,-80.484648,2481,EasyGO2481,Union / Lancaster,0
43.457447,,-80.540497,1967,EasyGO1967,Erb / Mcdougall,0
43.358507,,-80.317615,2245,EasyGO2245,Grand / South Square,0
43.40465,,-80.495155,2949,EasyGO2949,Erinbrook / Rockwood,0
43.404427,,-80.492742,2948,EasyGO2948,Erinbrook / Tara,0
43.408297,,-80.485185,2945,EasyGO2945,Erinbrook / Goundry,0
43.409577,,-80.484605,2944,EasyGO2944,Rittenhouse / Mccabe,0
43.46226,,-80.53032,1963,EasyGO1963,Erb / Avondale,0
43.34372,,-80.284105,2228,EasyGO2228,Gatehouse / Myers,0
43.343637,,-80.285745,2229,EasyGO2229,Myers / Franklin,0
43.341312,,-80.280263,2226,EasyGO2226,Gatehouse / Wheeler,0
43.341585,,-80.282627,2227,EasyGO2227,Gatehouse / Flockhart,0
43.344857,,-80.280268,2224,EasyGO2224,Lisbon Pines / Myers,0
43.343165,,-80.279163,2225,EasyGO2225,Gatehouse / Mcnichol,0
43.34955,,-80.281205,2222,EasyGO2222,Lisbon Pines / Champlain,0
43.34646,,-80.280827,2223,EasyGO2223,Lisbon Pines / Santa Maria,0
43.348318,,-80.287612,2220,EasyGO2220,Champlain / Franklin,0
43.34919,,-80.284602,2221,EasyGO2221,Champlain / Carlos,0
43.505112,,-80.525867,2088,EasyGO2088,Northfield / Wissler,0
43.502133,,-80.533728,2089,EasyGO2089,King / Northfield,0
43.500217,,-80.561388,2082,EasyGO2082,Northlake / Monarch,0
43.502195,,-80.556478,2083,EasyGO2083,Northlake / Black Forest,0
43.495908,,-80.566085,2080,EasyGO2080,Northlake / Conservation,0
43.498635,,-80.564637,2081,EasyGO2081,Northlake / Twinflower,0
43.514277,,-80.498555,2086,EasyGO2086,University / Woolwich St.,0
43.51567,,-80.500062,2087,EasyGO2087,University / New Hampshire,0
43.497617,,-80.55065,2084,EasyGO2084,Weber / Northfield,0
43.425283,,-80.526045,3342,EasyGO3342,Elm Ridge / Hillbrook,0
43.458271,,-80.515238,2538,EasyGO2538,King / Union,0
43.427607,,-80.52634,3343,EasyGO3343,Queens / Highland Hills Mall,0
43.47835,,-80.525515,2532,EasyGO2532,King / Hickory,0
43.475428,,-80.524983,2533,EasyGO2533,King / University,0
43.460296,,-80.519303,2536,EasyGO2536,King / Allen,0
43.422638,,-80.521568,3340,EasyGO3340,Elm Ridge / Hickory Heights,0
43.469807,,-80.523732,2535,EasyGO2535,King / Central,0
43.448483,,-80.488785,2712,EasyGO2712,Charles / Benton,0
43.44747,,-80.4894,2713,EasyGO2713,Benton / Church,0
43.44934,,-80.492913,2710,EasyGO2710,Charles St. Terminal,0
43.448865,,-80.491814,2711,EasyGO2711,Charles St. Terminal,0
43.442307,,-80.486292,2716,EasyGO2716,Courtland / Madison,0
43.445963,,-80.491028,2714,EasyGO2714,Benton / Courtland,0
43.44411,,-80.489403,2715,EasyGO2715,Courtland / Peter,0
43.431543,,-80.515265,3346,EasyGO3346,Queens / Warren,0
43.439872,,-80.482138,2718,EasyGO2718,Courtland / Palmer,0
43.438807,,-80.480262,2719,EasyGO2719,Courtland / Kent,0
43.432382,,-80.512898,3347,EasyGO3347,Queens / Cecile,0
43.429507,,-80.520355,3344,EasyGO3344,Queens / Bonfair,0
43.430235,,-80.51814,3345,EasyGO3345,Queens / Silverspring,0
43.391513,,-80.451182,1832,EasyGO1832,Black Walnut / Pioneer,0
43.392792,,-80.453572,1833,EasyGO1833,Black Walnut / Carlyle,0
43.393693,,-80.433307,1830,EasyGO1830,Old Carriage/Pioneer,0
43.391832,,-80.440417,1831,EasyGO1831,Bechtel / Doon Village,0
43.397163,,-80.455622,1836,EasyGO1836,Biehn / Old Huron,0
43.397262,,-80.45813,1837,EasyGO1837,Old Huron / Maxwell,0
43.393253,,-80.455257,1834,EasyGO1834,Black Walnut / Biehn,0
43.39548,,-80.455363,1835,EasyGO1835,Biehn / Carlyle,0
43.3693,,-80.3407,3795,EasyGO3795,Bismark / Westcliff,0
43.3704,,-80.3446,3794,EasyGO3794,Princess / Westcliff,0
43.395925,,-80.460573,1838,EasyGO1838,Old Huron / Battler,0
43.392648,,-80.46571,1839,EasyGO1839,Huron / Strasburg,0
43.5014,,-80.507,3790,EasyGO3790,Bridge / Whitmore,0
43.3723,,-80.3415,3793,EasyGO3793,Princess / Rosslinn,0
